"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pdia41",2.02285512304145e-31,0.384865416737579,0.702,0.368,3.3868663325083e-27,"5","Pdia4"
"Lyrm4",2.07828323211244e-31,0.442892792712065,0.396,0.056,3.47966961552585e-27,"5","Lyrm4"
"Hmgn2",2.54122430136778e-31,0.788565908347639,0.77,0.303,4.25477184778007e-27,"5","Hmgn2"
"Hccs",2.92060999527088e-31,0.475287582055632,0.556,0.201,4.88997731508203e-27,"5","Hccs"
"Nrg4",3.66013357932501e-31,0.519463256451423,0.333,0.007,6.12816165186386e-27,"5","Nrg4"
"Mgat1",4.58478428570885e-31,0.618915484846157,0.68,0.285,7.67630432956232e-27,"5","Mgat1"
"Mtmr7",5.27802768832512e-31,0.350130785818321,0.283,0.01,8.83700175856275e-27,"5","Mtmr7"
"Manf2",6.89643945239447e-31,0.31606990437664,0.906,0.671,1.15467085751441e-26,"5","Manf"
"Krcc1",7.85011768719838e-31,0.514792127322654,0.776,0.459,1.31434520436763e-26,"5","Krcc1"
"Zfp608",8.65554177999746e-31,0.854496507870489,0.745,0.22,1.44919736022497e-26,"5","Zfp608"
"Pex11a",9.14552241711335e-31,0.466452317250675,0.349,0.031,1.53123481829729e-26,"5","Pex11a"
"Vkorc1l1",1.10817126017979e-30,0.656071086650984,0.593,0.134,1.85541114091902e-26,"5","Vkorc1l1"
"Mavs",1.44972575004306e-30,0.390962976075137,0.378,0.077,2.4272758232971e-26,"5","Mavs"
"Tusc3",1.57600907699054e-30,0.524872924447216,0.532,0.128,2.63871199760527e-26,"5","Tusc3"
"Xrcc5",2.47486585097859e-30,0.364904052777421,0.29,0.009,4.14366789429345e-26,"5","Xrcc5"
"Hnrnpll",2.47616846794856e-30,0.472594877466515,0.7,0.332,4.14584886588628e-26,"5","Hnrnpll"
"Gnptab1",3.1177229223958e-30,0.361590823668137,0.569,0.246,5.22000348896729e-26,"5","Gnptab"
"mt-Co1",3.17517188059963e-30,0.38598228907146,0.992,0.987,5.31619027968796e-26,"5","mt-Co1"
"mt-Atp61",3.29685725708345e-30,0.381474204375197,0.992,0.977,5.51992810553483e-26,"5","mt-Atp6"
"Atp6v0a1",4.11448939858753e-30,0.328867523953134,0.567,0.235,6.8888896000551e-26,"5","Atp6v0a1"
"Nek6",5.94356417347858e-30,0.402062260287312,0.417,0.111,9.95130949565519e-26,"5","Nek6"
"Sel1l",6.92355119893682e-30,0.610732363841326,0.745,0.335,1.15921017723799e-25,"5","Sel1l"
"Tlr4",9.07447021939452e-30,0.32076996500537,0.485,0.175,1.51933854883322e-25,"5","Tlr4"
"Enpp1",9.52896462768558e-30,0.400787964370633,0.341,0.034,1.5954345476134e-25,"5","Enpp1"
"Golm1",1.021068104536e-29,0.412214091077839,0.423,0.083,1.70957432742463e-25,"5","Golm1"
"Rab1a1",1.06361129178255e-29,0.315936229237827,0.91,0.661,1.78080438583152e-25,"5","Rab1a"
"Atp5g12",1.11238952181447e-29,0.475487885151266,0.942,0.716,1.86247377637396e-25,"5","Atp5g1"
"Ppt2",1.1822240284421e-29,0.435421077786335,0.729,0.366,1.9793976908206e-25,"5","Ppt2"
"Cracr2b",1.52850641410641e-29,0.385548552995852,0.318,0.039,2.55917828913836e-25,"5","Cracr2b"
"Rab32",1.56570947948855e-29,0.416382661546102,0.76,0.432,2.62146738150767e-25,"5","Rab32"
"Nol4l",2.05990834484949e-29,0.44172669863093,0.353,0.037,3.44890454178151e-25,"5","Nol4l"
"Uqcr11",2.14897421682772e-29,0.403058752056757,0.928,0.759,3.59802753123464e-25,"5","Uqcr11"
"Nipa2",2.27619564445401e-29,0.394579166558671,0.836,0.568,3.81103436750936e-25,"5","Nipa2"
"Clec16a",2.50924619724406e-29,0.426398037370328,0.355,0.033,4.20123090804573e-25,"5","Clec16a"
"Rhof",3.1640605941246e-29,0.867816066556911,0.602,0.04,5.29758665274281e-25,"5","Rhof"
"Reps2",3.17892020575573e-29,0.390117243893158,0.341,0.029,5.32246610049682e-25,"5","Reps2"
"Dnajc31",3.53058268045887e-29,0.563317484822901,0.895,0.574,5.91125458189229e-25,"5","Dnajc3"
"Vps29",3.9616578162149e-29,0.39108717666493,0.83,0.581,6.63300368168861e-25,"5","Vps29"
"Abr",4.6186585542683e-29,0.363825623715165,0.762,0.411,7.73302001741142e-25,"5","Abr"
"Srxn11",5.18071025018845e-29,0.571578578987307,0.585,0.221,8.67406317189051e-25,"5","Srxn1"
"Sntb2",6.89543272501839e-29,0.478645025631805,0.598,0.218,1.15450230114983e-24,"5","Sntb2"
"Prdm1",7.33379590640945e-29,0.393802658491549,0.52,0.243,1.22789744861013e-24,"5","Prdm1"
"Arhgap31",8.15322770864765e-29,0.566664354632531,0.737,0.274,1.36509491525888e-24,"5","Arhgap31"
"Anxa12",8.921938279341e-29,0.766663658805556,0.957,0.552,1.49380012611006e-24,"5","Anxa1"
"Mat2a",1.03700881812137e-28,0.572170109842388,0.91,0.606,1.73626386418061e-24,"5","Mat2a"
"Arhgef12",1.03721785168491e-28,0.49338613698854,0.468,0.088,1.73661384907604e-24,"5","Arhgef12"
"Sema4b",1.33719892065979e-28,0.450185038600782,0.366,0.041,2.23887215286069e-24,"5","Sema4b"
"Marchf8",1.35311874173464e-28,0.442870404727572,0.433,0.105,2.2655267092863e-24,"5","Marchf8"
"Rin21",1.41005611110682e-28,0.426266840673685,0.729,0.354,2.36085694682615e-24,"5","Rin2"
"Lcp1",1.55579004222106e-28,0.497605714835056,0.996,0.955,2.60485926769071e-24,"5","Lcp1"
"Casp8",1.62856479848412e-28,0.268873278733224,0.727,0.472,2.72670604210196e-24,"5","Casp8"
"Slc48a1",1.79443149338374e-28,0.403009021736238,0.606,0.27,3.0044166493724e-24,"5","Slc48a1"
"Gapvd1",2.08715528728391e-28,0.446533862162371,0.739,0.372,3.49452409749945e-24,"5","Gapvd1"
"Saraf",2.1906682439718e-28,0.422177112399952,0.793,0.487,3.66783584088198e-24,"5","Saraf"
"Clec1b",2.47391083304795e-28,0.488416283737827,0.347,0.027,4.14206890777219e-24,"5","Clec1b"
"Hipk2",2.50179921691077e-28,0.502535552868762,0.641,0.273,4.1887624288737e-24,"5","Hipk2"
"Wdr1",2.58627838981355e-28,0.481290492851434,0.92,0.65,4.33020590806482e-24,"5","Wdr1"
"Mical3",3.19585369576022e-28,0.410116901431475,0.331,0.017,5.35081784281134e-24,"5","Mical3"
"1810037I17Rik1",3.54888973936549e-28,0.456881401434766,0.953,0.745,5.94190609061965e-24,"5","1810037I17Rik"
"mt-Nd1",3.95295724481666e-28,0.662563481163407,0.984,0.921,6.61843631499654e-24,"5","mt-Nd1"
"Hspa91",4.75371022989598e-28,0.373902834685059,0.78,0.451,7.95913703791484e-24,"5","Hspa9"
"Scp21",5.32936306032207e-28,0.784625374037332,0.967,0.755,8.92295257189723e-24,"5","Scp2"
"Mcam",8.84786450530629e-28,0.48145653486304,0.366,0.014,1.48139795412343e-23,"5","Mcam"
"St131",9.43422688870117e-28,0.418413587912773,0.879,0.599,1.57957260797524e-23,"5","St13"
"Hdac4",1.11104532103273e-27,0.43877087237344,0.528,0.147,1.8602231810051e-23,"5","Hdac4"
"Ywhab",1.51790056621656e-27,0.584866037961273,0.963,0.798,2.54142091801639e-23,"5","Ywhab"
"Spns1",1.60519304451684e-27,0.502107032111705,0.485,0.131,2.68757471443455e-23,"5","Spns1"
"Map1lc3b",1.90052717156082e-27,0.29891959038338,0.967,0.796,3.18205264334428e-23,"5","Map1lc3b"
"Comtd1",1.90300931809944e-27,0.354744626587452,0.444,0.153,3.18620850129389e-23,"5","Comtd1"
"Hspa4l",2.29657473673599e-27,0.571608431087852,0.585,0.209,3.84515508171708e-23,"5","Hspa4l"
"Lyz22",2.48058327894066e-27,0.333580865080097,0.99,0.978,4.15324058393035e-23,"5","Lyz2"
"Kmt5a",2.84038601749496e-27,0.767905574723313,0.805,0.368,4.75565830909181e-23,"5","Kmt5a"
"Cox6b11",2.90247635662049e-27,0.357522481609762,0.988,0.895,4.85961616388968e-23,"5","Cox6b1"
"Acp51",2.9519237108821e-27,0.283463222336491,0.667,0.314,4.9424058691299e-23,"5","Acp5"
"Tmem245",2.95492608808003e-27,0.708763987559262,0.632,0.139,4.94743274927239e-23,"5","Tmem245"
"Ldha1",3.10827121873437e-27,0.35614883501463,0.963,0.763,5.20417850152696e-23,"5","Ldha"
"Chchd10",4.03347375479268e-27,0.302657606927683,0.361,0.119,6.75324510764938e-23,"5","Chchd10"
"Chd4",4.94374334828966e-27,0.867951112821215,0.92,0.597,8.27730948804138e-23,"5","Chd4"
"Gsto1",5.33808767902132e-27,0.681361660990168,0.793,0.354,8.9375602009854e-23,"5","Gsto1"
"Npepps",5.46841749030648e-27,0.475170659967494,0.659,0.28,9.15577140402013e-23,"5","Npepps"
"Pik3r6",5.78647967446245e-27,0.491480978883904,0.483,0.125,9.68830291895247e-23,"5","Pik3r6"
"Usp14",7.59977202366804e-27,0.53516413444135,0.688,0.308,1.27242982992274e-22,"5","Usp14"
"Larp4b",7.9822457405411e-27,0.662307082864158,0.877,0.542,1.3364674043388e-22,"5","Larp4b"
"Trappc2l",8.74939523492107e-27,0.415975272549553,0.813,0.551,1.46491124418284e-22,"5","Trappc2l"
"Timm131",8.87839621343672e-27,0.489802961316496,0.908,0.638,1.48650987801571e-22,"5","Timm13"
"Dtnbp11",9.58639810962508e-27,0.396769895469284,0.641,0.297,1.60505063549453e-22,"5","Dtnbp1"
"Slc25a24",9.69653740137037e-27,0.428111717864614,0.505,0.138,1.62349125711144e-22,"5","Slc25a24"
"Rac1",1.13531560275249e-26,0.38205702620836,0.986,0.888,1.9008589136885e-22,"5","Rac1"
"C77080",1.14048696257752e-26,0.390993086004844,0.275,0.009,1.90951732144354e-22,"5","C77080"
"Riok3",1.42035780612332e-26,0.514040139696087,0.883,0.608,2.37810507479228e-22,"5","Riok3"
"Pwwp3a",1.43263498897104e-26,0.461467056029273,0.446,0.091,2.39866076203422e-22,"5","Pwwp3a"
"Trpv2",1.87540313211438e-26,0.425909695421225,0.719,0.35,3.13998746409911e-22,"5","Trpv2"
"Bcl2a1b2",2.39848389672681e-26,0.299526208047737,0.949,0.663,4.0157815882897e-22,"5","Bcl2a1b"
"Per2",3.64640285803354e-26,0.374810560721528,0.302,0.024,6.10517230520556e-22,"5","Per2"
"Ciao2a1",3.91137608214838e-26,0.586185707451679,0.889,0.613,6.54881697434104e-22,"5","Ciao2a"
"Tmem256",4.90426281334706e-26,0.271254119585497,0.848,0.623,8.21120722838698e-22,"5","Tmem256"
"Dnajb9",5.94497783604811e-26,0.396475366234584,0.653,0.352,9.95367639089535e-22,"5","Dnajb9"
"Diaph2",6.37749359452024e-26,0.671191725040857,0.813,0.451,1.06778375253052e-21,"5","Diaph2"
"Vcp1",1.02225633667354e-25,0.366499641342253,0.918,0.689,1.71156378449252e-21,"5","Vcp"
"Ddx46",1.12297526936239e-25,0.735265786230084,0.815,0.369,1.88019749349345e-21,"5","Ddx46"
"Nenf1",1.37458879162975e-25,0.364015375376503,0.647,0.319,2.30147401382569e-21,"5","Nenf"
"Vps351",1.72199679539587e-25,0.48764738479378,0.83,0.537,2.88313923453131e-21,"5","Vps35"
"Cd200r1",2.06335163179567e-25,0.341834733083542,0.368,0.092,3.45466963711548e-21,"5","Cd200r1"
"Dynll11",2.34954578973531e-25,0.338084762147911,0.971,0.852,3.93384451575383e-21,"5","Dynll1"
"Nucb2",2.6080326293859e-25,0.495797357967049,0.602,0.255,4.36662903138082e-21,"5","Nucb2"
"Mfsd121",2.7209026721071e-25,0.383296301463284,0.46,0.171,4.55560734390893e-21,"5","Mfsd12"
"Acbd5",2.77252038676212e-25,0.53765654383229,0.731,0.312,4.64203088355581e-21,"5","Acbd5"
"Atp6v1d1",2.88998254332426e-25,0.283819778944205,0.77,0.499,4.83869777228781e-21,"5","Atp6v1d"
"Septin8",3.58150308197875e-25,0.356324260099939,0.359,0.082,5.99651061015703e-21,"5","Septin8"
"Tcaf1",4.82879762796019e-25,0.374672914783386,0.261,0.01,8.08485586849375e-21,"5","Tcaf1"
"mt-Atp8",5.07377706289141e-25,0.631203334231876,0.805,0.402,8.49502493639909e-21,"5","mt-Atp8"
"Vdr",5.28888953408906e-25,0.338520204041079,0.357,0.085,8.85518774692532e-21,"5","Vdr"
"Cluh",5.52213321133197e-25,0.500070420336861,0.481,0.113,9.24570763573311e-21,"5","Cluh"
"Sec14l2",6.90552735853259e-25,0.295493149173205,0.255,0.003,1.15619244563911e-20,"5","Sec14l2"
"Echdc1",9.87079829705607e-25,0.430670334005578,0.405,0.046,1.6526677588761e-20,"5","Echdc1"
"Furin1",1.106754325271e-24,0.408037444597105,0.827,0.525,1.85303876680124e-20,"5","Furin"
"Mrpl12",1.20126629599972e-24,0.420581164987319,0.688,0.346,2.01128015939234e-20,"5","Mrpl12"
"Myl6",1.3404720079021e-24,0.558578028431052,0.994,0.962,2.24435228283049e-20,"5","Myl6"
"Pex16",1.83266346127615e-24,0.459264636573902,0.468,0.151,3.06842843321466e-20,"5","Pex16"
"Ado",1.91626361261304e-24,0.331016059647512,0.402,0.118,3.20840016659801e-20,"5","Ado"
"Eif5a",1.97456594358965e-24,0.578416545678446,0.981,0.854,3.30601575935216e-20,"5","Eif5a"
"Aldh3b1",2.13815575084562e-24,0.347513583211354,0.692,0.371,3.57991417364082e-20,"5","Aldh3b1"
"Ddhd11",2.43425130027882e-24,0.480609635374958,0.688,0.292,4.07566695205683e-20,"5","Ddhd1"
"Emc7",2.54307904234077e-24,0.579797437805173,0.867,0.559,4.25787724059115e-20,"5","Emc7"
"Ddb1",3.01118858584271e-24,0.467999367878263,0.727,0.359,5.04163304927645e-20,"5","Ddb1"
"Camk2g",3.04717751936678e-24,0.411159992929378,0.413,0.091,5.1018893206758e-20,"5","Camk2g"
"Sirt2",3.32967484749011e-24,0.364570731474529,0.715,0.385,5.57487459715269e-20,"5","Sirt2"
"Pdcd6ip1",3.40916723274246e-24,0.311503393408143,0.883,0.645,5.7079686977807e-20,"5","Pdcd6ip"
"Eif5b2",3.76990942392366e-24,0.388653571191851,0.91,0.641,6.31195934847539e-20,"5","Eif5b"
"Fbxl14",4.600008649819e-24,0.398165282793723,0.466,0.145,7.70179448239195e-20,"5","Fbxl14"
"Eci2",5.32278353200001e-24,0.459596047824874,0.571,0.234,8.91193646762762e-20,"5","Eci2"
"Plaur3",5.77613496149881e-24,0.370074580243148,0.955,0.717,9.67098276603745e-20,"5","Plaur"
"Rit1",7.85837957025952e-24,0.428231427770632,0.503,0.191,1.31572849144855e-19,"5","Rit1"
"Ndufa42",9.64140050791417e-24,0.785147700962666,0.975,0.748,1.61425968704007e-19,"5","Ndufa4"
"Fam118b",1.08971993841056e-23,0.41601755371279,0.4,0.09,1.82451809288079e-19,"5","Fam118b"
"Sav1",1.19558141391475e-23,0.436798050536872,0.614,0.263,2.00176196131747e-19,"5","Sav1"
"Fbxo22",1.33970560115155e-23,0.342283705101425,0.417,0.14,2.24306908800805e-19,"5","Fbxo22"
"Cry1",1.4794017843382e-23,0.353973691096695,0.419,0.097,2.47696240751745e-19,"5","Cry1"
"Plekhm2",1.59084899737643e-23,0.327334115675106,0.501,0.187,2.66355847630736e-19,"5","Plekhm2"
"Rnh12",1.63950945398448e-23,0.563374717986028,0.924,0.683,2.74503067880621e-19,"5","Rnh1"
"Gba1",1.72604164292573e-23,0.300083246163434,0.606,0.289,2.88991152275055e-19,"5","Gba"
"Tubb4b",1.87953492909987e-23,0.557496368024829,0.713,0.315,3.14690533179191e-19,"5","Tubb4b"
"Cct6a1",1.90707275046813e-23,0.397229470208888,0.862,0.554,3.19301190610879e-19,"5","Cct6a"
"Rab6a",2.07712890740414e-23,0.452534217807862,0.768,0.418,3.47773692966674e-19,"5","Rab6a"
"Dnajc5",2.19918602176155e-23,0.58013120018932,0.821,0.415,3.68209715623536e-19,"5","Dnajc5"
"Gab2",2.20605942651725e-23,0.399695038541833,0.606,0.256,3.69360529781783e-19,"5","Gab2"
"Ahctf1",2.21116757977048e-23,0.557021272251327,0.63,0.193,3.70215787880972e-19,"5","Ahctf1"
"Agmo",2.35887519069711e-23,0.329211600454127,0.32,0.034,3.94946473178417e-19,"5","Agmo"
"Tgfbr11",2.69270229491071e-23,0.453332199159859,0.852,0.461,4.50839145236899e-19,"5","Tgfbr1"
"Mtdh",2.89579620593108e-23,0.669902926259676,0.955,0.712,4.8484315875904e-19,"5","Mtdh"
"Nsf",2.96417028771782e-23,0.575572102536395,0.788,0.4,4.96291031272595e-19,"5","Nsf"
"Mycbp2",3.28674650943182e-23,0.850147876340183,0.953,0.684,5.50299968074169e-19,"5","Mycbp2"
"Ppfibp1",4.30581549220697e-23,0.346052076208076,0.384,0.084,7.20922687860212e-19,"5","Ppfibp1"
"Pdgfc",5.01197213538858e-23,0.274254291419733,0.29,0.058,8.3915449462811e-19,"5","Pdgfc"
"Acads",5.61392660257658e-23,0.410388450843547,0.515,0.173,9.39939731069396e-19,"5","Acads"
"Myh9",5.66055064514766e-23,0.796858746306232,0.979,0.794,9.47745994517073e-19,"5","Myh9"
"Aifm2",5.98633232370801e-23,0.334759448918613,0.361,0.075,1.00229162095843e-18,"5","Aifm2"
"Banp",6.15866784423092e-23,0.874409828725993,0.435,0.104,1.03114575715958e-18,"5","Banp"
"F102",6.21812814214795e-23,0.417480900751096,0.7,0.261,1.04110119483983e-18,"5","F10"
"Lrp13",6.55082346207569e-23,0.481388287901702,0.947,0.728,1.09680437225533e-18,"5","Lrp1"
"Nfia",6.60547139505641e-23,0.426408036427136,0.4,0.067,1.10595407567429e-18,"5","Nfia"
"Senp2",6.81288577369821e-23,0.518701318962023,0.768,0.415,1.14068146509029e-18,"5","Senp2"
"Id1",7.15822973623806e-23,0.560004794387429,0.501,0.114,1.19850240473834e-18,"5","Id1"
"Tbrg1",7.30036679489821e-23,0.645317700385355,0.663,0.227,1.22230041246981e-18,"5","Tbrg1"
"Ppp1cc",7.5910615450975e-23,0.350769089069508,0.76,0.467,1.27097143449567e-18,"5","Ppp1cc"
"Aco1",7.62378892542853e-23,0.363957287496872,0.425,0.13,1.2764509797845e-18,"5","Aco1"
"Marveld1",7.74622250758395e-23,0.583585212756755,0.45,0.054,1.29695003444478e-18,"5","Marveld1"
"Cnpy2",7.75688214564953e-23,0.333685651181486,0.71,0.406,1.2987347776461e-18,"5","Cnpy2"
"Diaph11",8.34168678728619e-23,0.795038704018836,0.979,0.72,1.39664861879533e-18,"5","Diaph1"
"Nfe2l1",8.5034833670703e-23,0.51446224137423,0.698,0.295,1.42373822014858e-18,"5","Nfe2l1"
"Ccni",1.00634990474136e-22,0.550199991537327,0.76,0.394,1.68493164550846e-18,"5","Ccni"
"Tmem216",1.11851716486042e-22,0.430226912385715,0.31,0.021,1.8727332891258e-18,"5","Tmem216"
"Srp14",1.1239366624081e-22,0.417331188592073,0.936,0.733,1.88180715386988e-18,"5","Srp14"
"Myo9a",1.1466715773888e-22,0.713072045024204,0.567,0.189,1.91987222202207e-18,"5","Myo9a"
"Atp6v0b",1.18579393321489e-22,0.287566919123321,0.988,0.912,1.98537478238169e-18,"5","Atp6v0b"
"Mien1",1.22054508086996e-22,0.451976413127894,0.823,0.52,2.04355862890057e-18,"5","Mien1"
"Ndufab11",1.23439761597759e-22,0.302710032694558,0.811,0.565,2.06675192843128e-18,"5","Ndufab1"
"Rora",1.27994540106919e-22,0.515630923138835,0.429,0.057,2.14301258501014e-18,"5","Rora"
"Capn21",1.29051638840842e-22,0.647361717999353,0.749,0.35,2.16071158911222e-18,"5","Capn2"
"Slc16a10",1.47446803768199e-22,0.37757533552562,0.624,0.284,2.46870183549096e-18,"5","Slc16a10"
"Atpif11",1.48306780652224e-22,0.28112265341197,0.916,0.708,2.48310042846019e-18,"5","Atpif1"
"Dock10",1.76256658415788e-22,0.815377407869609,0.963,0.673,2.95106523185554e-18,"5","Dock10"
"Dpp7",1.88026866439272e-22,0.3261937710501,0.38,0.119,3.14813382479273e-18,"5","Dpp7"
"Ezr",1.88760783107899e-22,0.725785870764224,0.969,0.663,3.16042179157556e-18,"5","Ezr"
"Arl1",2.10361751594415e-22,0.474967547301459,0.75,0.42,3.52208680694529e-18,"5","Arl1"
"1110008P14Rik",2.18986048243051e-22,0.510997959369548,0.665,0.261,3.6664834057334e-18,"5","1110008P14Rik"
"Gng51",2.27153918502008e-22,0.423596484643171,0.994,0.927,3.80323805747912e-18,"5","Gng5"
"mt-Nd5",2.52405599894483e-22,0.899758673871448,0.975,0.799,4.22602695903334e-18,"5","mt-Nd5"
"Bmt2",2.54304635960883e-22,0.337019926353993,0.478,0.194,4.25782251989307e-18,"5","Bmt2"
"Ugp2",2.85915878701613e-22,0.408910013033166,0.774,0.434,4.78708955710111e-18,"5","Ugp2"
"Cenpv",2.87420300720823e-22,0.344515139797029,0.287,0.027,4.81227809496875e-18,"5","Cenpv"
"Acaa1a1",2.99827119706915e-22,0.325586328348805,0.702,0.443,5.02000546525288e-18,"5","Acaa1a"
"Wdr83os",3.02455294043514e-22,0.417179321467241,0.846,0.555,5.06400898817055e-18,"5","Wdr83os"
"Sh3bp2",3.11085215144447e-22,0.411097147771835,0.552,0.212,5.20849975716347e-18,"5","Sh3bp2"
"Tex261",3.16436551671554e-22,0.371612119598153,0.747,0.415,5.29809718463683e-18,"5","Tex261"
"Ptges3",3.36062383126038e-22,0.544873241264767,0.916,0.65,5.62669248067925e-18,"5","Ptges3"
"Cpeb4",4.86322091827883e-22,0.330657182142834,0.616,0.313,8.14249078347425e-18,"5","Cpeb4"
"Cmc2",6.4157405087811e-22,0.46106044965348,0.464,0.122,1.07418743338522e-17,"5","Cmc2"
"Slco2b1",8.30752926724537e-22,0.320871385458281,0.333,0.047,1.39092962521489e-17,"5","Slco2b1"
"Hmgn1",9.250419443176e-22,0.629954363316031,0.674,0.216,1.54879772737096e-17,"5","Hmgn1"
"Golga4",9.32589649248822e-22,0.536013062024914,0.706,0.319,1.5614348497373e-17,"5","Golga4"
"Kif13a",1.01864239792349e-21,0.382662850725187,0.39,0.098,1.7055129668433e-17,"5","Kif13a"
"Txndc171",1.11138845496511e-21,0.264641586328303,0.889,0.678,1.86079769014809e-17,"5","Txndc17"
"Arhgap5",1.14295448610745e-21,0.631903689919824,0.616,0.189,1.9136486960897e-17,"5","Arhgap5"
"Sptlc2",1.35765457022015e-21,0.322908578845167,0.723,0.462,2.27312104691959e-17,"5","Sptlc2"
"Mapre3",1.37808185089875e-21,0.296909024210828,0.277,0.024,2.30732244295979e-17,"5","Mapre3"
"Vav2",1.39637347098462e-21,0.359779032992136,0.437,0.134,2.33794810246955e-17,"5","Vav2"
"Slc49a4",1.44903075767606e-21,0.310002569996492,0.472,0.174,2.42611219757703e-17,"5","Slc49a4"
"Snx31",1.4881771074384e-21,0.256624433443766,0.912,0.746,2.49165493098411e-17,"5","Snx3"
"Tmem41a",1.71517284581453e-21,0.307023428801462,0.275,0.024,2.87171389574726e-17,"5","Tmem41a"
"Dennd4c",2.08216993307472e-21,0.361945496907295,0.458,0.143,3.486177118947e-17,"5","Dennd4c"
"Adgrl3",2.23019537528563e-21,0.438093769798613,0.333,0.018,3.73401611684072e-17,"5","Adgrl3"
"Rnf217",2.752966362099e-21,0.549262460299599,0.392,0.088,4.60929158006235e-17,"5","Rnf217"
"Pitpna2",2.78600074298075e-21,0.434406914471887,0.971,0.844,4.66460104397267e-17,"5","Pitpna"
"Acadm",3.06497137142557e-21,0.611584449124691,0.678,0.273,5.13168156717784e-17,"5","Acadm"
"Hsbp1",3.19401544204885e-21,0.360437599044315,0.858,0.603,5.34774005462239e-17,"5","Hsbp1"
"Capn15",3.48131241692957e-21,0.388883827264427,0.378,0.079,5.82876137966518e-17,"5","Capn15"
"Sypl",3.51884119916188e-21,0.375049201707716,0.828,0.498,5.89159581975673e-17,"5","Sypl"
"Mrpl17",4.8030422890743e-21,0.382446015307614,0.639,0.348,8.04173370459711e-17,"5","Mrpl17"
"Cd1d1",4.9386858871758e-21,0.302001361104754,0.298,0.049,8.26884178089844e-17,"5","Cd1d1"
"Mrps15",5.37819584752318e-21,0.601638443312839,0.784,0.445,9.00471330750807e-17,"5","Mrps15"
"Iffo1",7.83844996619596e-21,0.333852073523663,0.316,0.055,1.31239167784019e-16,"5","Iffo1"
"Taldo12",8.02880086157693e-21,0.52608502700723,0.988,0.879,1.34426212825383e-16,"5","Taldo1"
"Cdc14b",9.23928065739485e-21,0.339400268854919,0.308,0.048,1.54693276046762e-16,"5","Cdc14b"
"Sla",9.66743926739136e-21,0.288181605828917,0.702,0.456,1.61861935653934e-16,"5","Sla"
"Pde4dip",1.0234777154242e-20,0.42883740998135,0.437,0.105,1.71360873893474e-16,"5","Pde4dip"
"Prag1",1.20074620773143e-20,0.323663363430097,0.281,0.029,2.01040937560474e-16,"5","Prag1"
"Daam1",1.23276780625441e-20,0.430885856566059,0.464,0.145,2.06402313801175e-16,"5","Daam1"
"Elovl6",1.34117060132818e-20,0.551632526286632,0.287,0.028,2.24552193780377e-16,"5","Elovl6"
"Gars",1.4625870641519e-20,0.512665585064783,0.649,0.278,2.44880952150953e-16,"5","Gars"
"St7",1.53338548852568e-20,0.27455114075281,0.329,0.097,2.56734732343854e-16,"5","St7"
"Vps13d",1.54447116385418e-20,0.367624428889115,0.485,0.18,2.58590806964106e-16,"5","Vps13d"
"Mrtfb",1.69636277303821e-20,0.302442603241551,0.308,0.06,2.84022019089788e-16,"5","Mrtfb"
"Ube3a",1.76619292291646e-20,0.520399492122845,0.821,0.461,2.95713681083904e-16,"5","Ube3a"
"Ubr5",1.99320169326769e-20,0.569506681264224,0.723,0.337,3.33721759503809e-16,"5","Ubr5"
"Hadh",2.08884401536662e-20,0.310097812773554,0.421,0.161,3.49735153492833e-16,"5","Hadh"
