"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Alox5",3.38505692859007e-63,0.968230159378614,0.772,0.105,5.66760081553835e-59,"5","Alox5"
"Evl1",3.66379779300235e-63,0.941393518780461,0.918,0.526,6.13429664482383e-59,"5","Evl"
"Abhd121",4.68719435686099e-63,0.964887811420113,0.949,0.562,7.84776951169236e-59,"5","Abhd12"
"Tmem154",7.25388006959067e-63,0.734955114698017,0.581,0.057,1.21451714005157e-58,"5","Tmem154"
"Acot1",9.49830651031819e-63,0.816856005978726,0.54,0.022,1.59030145902258e-58,"5","Acot1"
"Pdlim11",1.67694084693803e-62,1.38681665594782,0.914,0.23,2.80770206002835e-58,"5","Pdlim1"
"H2bc4",1.96427009262142e-62,1.03374630311884,0.712,0.148,3.28877741607604e-58,"5","H2bc4"
"Myo7a",3.59957646868156e-62,0.762744752539972,0.645,0.108,6.02677088151354e-58,"5","Myo7a"
"Camk2d1",6.85653172166572e-62,0.675901368886992,0.912,0.591,1.14798910615849e-57,"5","Camk2d"
"Ffar4",1.73150857968923e-61,0.834856888560238,0.567,0.02,2.89906481497368e-57,"5","Ffar4"
"Mcemp11",3.11974708747929e-61,1.10372753304906,0.975,0.447,5.22339254856658e-57,"5","Mcemp1"
"Plscr1",3.93898352586891e-60,0.815050555938037,0.729,0.198,6.59504011736232e-56,"5","Plscr1"
"Pald1",5.35823694298325e-60,0.631843812348107,0.6,0.115,8.97129611363686e-56,"5","Pald1"
"Cpne8",8.38490260556916e-60,0.712742432182931,0.538,0.018,1.40388424325044e-55,"5","Cpne8"
"Gns1",1.26541456334136e-59,0.517745397103353,0.918,0.611,2.11868360340243e-55,"5","Gns"
"Runx1",2.00992170412256e-59,1.08947423142162,0.957,0.681,3.36521190921241e-55,"5","Runx1"
"Klhl9",7.91175884226103e-59,0.873326781372602,0.784,0.236,1.32466578295976e-54,"5","Klhl9"
"Kctd12b",1.35679796997895e-58,0.825708347874988,0.561,0.034,2.27168684113575e-54,"5","Kctd12b"
"Hivep31",1.83345937068438e-58,0.718854863512548,0.673,0.28,3.06976102433686e-54,"5","Hivep3"
"Lgals32",3.50448087996376e-58,0.864005713817864,0.988,0.918,5.86755233732332e-54,"5","Lgals3"
"Cebpa1",3.53807383623531e-58,0.528929912835852,0.811,0.45,5.92379702400878e-54,"5","Cebpa"
"Gstm11",1.80559461120525e-57,1.31599877700144,0.828,0.217,3.02310705754095e-53,"5","Gstm1"
"Maff",3.21222639784622e-57,0.789413813264719,0.77,0.232,5.37823065791392e-53,"5","Maff"
"Atp6v1g11",3.89557760550002e-57,0.510547015321615,0.973,0.873,6.52236558488868e-53,"5","Atp6v1g1"
"Atp10a",4.59960719662406e-57,0.800253653502339,0.587,0.045,7.70112232930767e-53,"5","Atp10a"
"Vim2",6.1721746964901e-57,1.02109103459544,1,0.912,1.03340720943334e-52,"5","Vim"
"Mrps6",8.27573987446177e-57,0.95101061129546,0.655,0.093,1.38560712718113e-52,"5","Mrps6"
"Snx1",1.10081489583879e-56,0.744001329578301,0.865,0.428,1.84309438010289e-52,"5","Snx1"
"Pon2",2.40827852029921e-56,1.01800467213849,0.904,0.426,4.03218072653697e-52,"5","Pon2"
"Ptgfrn",4.05237188019972e-56,0.659320798006835,0.567,0.055,6.7848862390184e-52,"5","Ptgfrn"
"Mtss1",1.16016351898037e-55,0.88501616587791,0.846,0.278,1.94246177982883e-51,"5","Mtss1"
"Serpinb6a",1.53050034251559e-55,1.16990198177708,0.791,0.152,2.56251672347386e-51,"5","Serpinb6a"
"Xbp1",1.68848314588153e-55,0.813346430050986,0.932,0.633,2.82702733114944e-51,"5","Xbp1"
"Irf2bp21",2.21130963722354e-55,0.346705563821196,0.945,0.763,3.70239572560337e-51,"5","Irf2bp2"
"Psen21",3.83344684155481e-55,0.48321283067952,0.762,0.374,6.41834004681521e-51,"5","Psen2"
"Dip2c",7.92768437218648e-55,0.674393739550483,0.474,0.035,1.32733219443518e-50,"5","Dip2c"
"Nln",1.03365464062293e-54,0.786112741993834,0.63,0.116,1.73064796479498e-50,"5","Nln"
"Fcgrt",1.83032161186882e-54,1.00027459917672,0.875,0.332,3.06450747475196e-50,"5","Fcgrt"
"Gm41307",2.07047484910818e-54,0.607752115197988,0.415,0.004,3.46659603986183e-50,"5","Gm41307"
"Creb52",4.1576679192096e-54,0.281445194006573,0.766,0.393,6.96118339713264e-50,"5","Creb5"
"Laptm51",4.47666422665362e-54,0.762981983597807,1,0.968,7.49527891468615e-50,"5","Laptm5"
"Sqstm11",6.01497044918697e-54,0.84918962215409,0.949,0.632,1.00708650230737e-49,"5","Sqstm1"
"Hsd17b4",8.70140407921369e-54,0.97284569612069,0.83,0.338,1.45687608498275e-49,"5","Hsd17b4"
"Lamtor2",1.03680208210617e-53,0.805124112844049,0.943,0.701,1.73591772607036e-49,"5","Lamtor2"
"Hcfc1r1",1.13880054035703e-53,0.807924492886789,0.877,0.51,1.90669374471977e-49,"5","Hcfc1r1"
"Plekhb2",1.16758805004081e-53,0.70301003669685,0.768,0.323,1.95489267218333e-49,"5","Plekhb2"
"Tbc1d9",1.41191252867958e-53,0.878656429233006,0.791,0.329,2.36396514676822e-49,"5","Tbc1d9"
"Fam189a2",2.18521507025184e-53,0.60364606524119,0.474,0.01,3.65870559212266e-49,"5","Fam189a2"
"Reep3",6.64785748523685e-53,0.819434835565872,0.91,0.513,1.11305077875321e-48,"5","Reep3"
"Ech1",6.96861012363054e-53,1.03444894146549,0.846,0.363,1.16675439299946e-48,"5","Ech1"
"mt-Nd4l",2.04518157198265e-52,1.16028309801795,0.961,0.668,3.42424750597055e-48,"5","mt-Nd4l"
"Atp6v1b21",2.11995118749285e-52,0.674453146178107,0.936,0.633,3.54943427321927e-48,"5","Atp6v1b2"
"Hmox11",2.44504020865668e-52,0.87398212225663,0.795,0.368,4.09373082135388e-48,"5","Hmox1"
"Adgrl2",2.67549442066159e-52,0.692273881952311,0.544,0.032,4.4795803085137e-48,"5","Adgrl2"
"Mgat4b",2.69481915268083e-52,0.767650603884217,0.655,0.163,4.51193570733352e-48,"5","Mgat4b"
"Atxn10",3.24315911417091e-52,0.930685048962055,0.842,0.329,5.43002130485636e-48,"5","Atxn10"
"Tbca",3.7446770159814e-52,0.728535107727526,0.955,0.695,6.26971272785765e-48,"5","Tbca"
"Mpeg11",5.2439229213797e-52,0.541255140172821,0.986,0.89,8.77990014726604e-48,"5","Mpeg1"
"Rtn3",1.26608225363242e-51,0.673376333007769,0.93,0.609,2.11980151725677e-47,"5","Rtn3"
"Cpt1a",5.28940211572734e-51,0.898471184564743,0.807,0.262,8.85604596236229e-47,"5","Cpt1a"
"Hexa2",8.8739072678573e-51,0.412155761549701,0.973,0.798,1.48575829385735e-46,"5","Hexa"
"Septin11",1.05502534495153e-50,1.36084406511291,0.864,0.16,1.76642893505235e-46,"5","Septin11"
"Tmem238",1.48016432504698e-50,0.817617678980097,0.604,0.073,2.47823912942616e-46,"5","Tmem238"
"Nav2",2.11923704473233e-50,0.841910580511051,0.583,0.049,3.54823858399534e-46,"5","Nav2"
"Vstm2a",2.56606145524132e-50,0.518668166864299,0.38,0.002,4.29635669451054e-46,"5","Vstm2a"
"Slc39a2",3.51450112445909e-50,0.624579477376541,0.429,0.013,5.88432923268185e-46,"5","Slc39a2"
"Phlda1",5.78727115494151e-50,0.954514121593305,0.799,0.311,9.68962809471858e-46,"5","Phlda1"
"Lsr",6.68122000098161e-50,0.818138498934571,0.643,0.128,1.11863666476435e-45,"5","Lsr"
"Abhd17c",1.25478488558071e-49,0.753460499319247,0.606,0.103,2.10088633392779e-45,"5","Abhd17c"
"Gmds",1.32612388783772e-49,0.624034116243235,0.513,0.073,2.2203292254067e-45,"5","Gmds"
"Emc8",1.62690067840391e-49,0.742013611057426,0.704,0.229,2.72391980585166e-45,"5","Emc8"
"Noct",1.72050109402802e-49,0.95652329713734,0.871,0.343,2.88063498173112e-45,"5","Noct"
"Gpr155",1.8061880043323e-49,0.787908797434892,0.548,0.08,3.02410057565358e-45,"5","Gpr155"
"Slc6a4",1.91480857857088e-49,0.591944442004301,0.435,0.005,3.20596400310122e-45,"5","Slc6a4"
"Rab14",2.13836023154715e-49,0.758000120366702,0.957,0.74,3.5802565356794e-45,"5","Rab14"
"Rock2",4.24837078305017e-49,1.00422746486836,0.91,0.475,7.1130472020609e-45,"5","Rock2"
"Gpnmb1",4.28059831595476e-49,0.538519018619875,0.581,0.123,7.16700576040306e-45,"5","Gpnmb"
"Arl11",1.18511766485014e-48,0.586937791623926,0.604,0.207,1.98424250625859e-44,"5","Arl11"
"Rgcc2",1.66629329597881e-48,1.38813013252964,0.813,0.285,2.78987486545733e-44,"5","Rgcc"
"Pik3ap1",1.88890319566197e-48,0.646957858892266,0.934,0.618,3.16259062049684e-44,"5","Pik3ap1"
"Scarb2",1.96719870805091e-48,0.648848730767807,0.92,0.599,3.29368079688964e-44,"5","Scarb2"
"Syne1",1.99106807952877e-48,0.844891710824661,0.587,0.098,3.33364528555502e-44,"5","Syne1"
"Gpr137b",2.32895456249769e-48,0.82310245638639,0.852,0.346,3.89936862398988e-44,"5","Gpr137b"
"Gnaq",2.40161887257731e-48,0.464803268552988,0.803,0.442,4.02103047835619e-44,"5","Gnaq"
"mt-Nd4",2.60567664461139e-48,0.934499035882514,0.99,0.936,4.36268440607285e-44,"5","mt-Nd4"
"mt-Nd2",2.9234459380712e-48,0.778612430701658,0.988,0.915,4.89472553411261e-44,"5","mt-Nd2"
"mt-Cytb",2.92462777698326e-48,0.780199295956796,0.984,0.935,4.89670428700306e-44,"5","mt-Cytb"
"Tpp11",7.07557499939251e-48,0.424351266071725,0.786,0.449,1.18466352214829e-43,"5","Tpp1"
"Samd81",1.5146448498158e-47,0.725306230516171,0.733,0.254,2.5359698720466e-43,"5","Samd8"
"Abcc51",1.9739099844857e-47,0.868301021322849,0.807,0.242,3.30491748702441e-43,"5","Abcc5"
"Naaa2",2.34794770490079e-47,0.506312954972315,0.936,0.638,3.9311688423154e-43,"5","Naaa"
"Tc2n",3.13285114256551e-47,0.484901745471056,0.363,0.004,5.24533266799743e-43,"5","Tc2n"
"Plgrkt",3.97584638815441e-47,0.690326825473826,0.846,0.449,6.65675960768693e-43,"5","Plgrkt"
"Ttc39b",4.70108403575871e-47,0.625565788036817,0.643,0.212,7.8710250010708e-43,"5","Ttc39b"
"Bnip3l1",6.35477896686928e-47,1.07793393323656,0.967,0.579,1.06398064242292e-42,"5","Bnip3l"
"Capn1",7.77283425363596e-47,0.774161243360294,0.811,0.306,1.30140563908627e-42,"5","Capn1"
"Trim29",8.0046679329432e-47,0.54881377980796,0.425,0.013,1.34022155201268e-42,"5","Trim29"
"B3gnt7",8.07420087062366e-47,0.58479419773889,0.398,0.015,1.35186345176852e-42,"5","B3gnt7"
"Csf2rb",1.71037404093338e-46,0.5480231474756,0.963,0.678,2.86367925673476e-42,"5","Csf2rb"
"Lmo41",1.5560040560773e-45,0.827494984996345,0.947,0.564,2.60521759109022e-41,"5","Lmo4"
"Mpc21",1.72513104581978e-45,0.960112450595054,0.936,0.635,2.88838691001605e-41,"5","Mpc2"
"Hspa81",1.9852268624704e-45,0.254467388784718,1,0.956,3.3238653358342e-41,"5","Hspa8"
"Fam129a",2.11489741517442e-45,1.29560962746682,0.957,0.491,3.54097274222654e-41,"5","Fam129a"
"Atp6v0e",2.16422271302017e-45,0.746229701667938,0.994,0.875,3.62355808840967e-41,"5","Atp6v0e"
"Fam89a",2.5596484423684e-45,0.621070056006193,0.441,0.011,4.28561938705742e-41,"5","Fam89a"
"Fosb1",4.57185542408069e-45,0.52055274174035,0.961,0.807,7.6546575365383e-41,"5","Fosb"
"Kcnip4",5.96127416483929e-45,0.425105820972938,0.306,0.001,9.98096133419042e-41,"5","Kcnip4"
"Creg11",2.28093069764469e-44,0.71887567773898,0.969,0.771,3.8189622670665e-40,"5","Creg1"
"C2cd2l",7.31820841702498e-44,0.552524029507813,0.487,0.07,1.22528763526249e-39,"5","C2cd2l"
"Cacybp1",1.17550719240629e-43,0.504775528557718,0.819,0.476,1.96815169224585e-39,"5","Cacybp"
"Dip2b",1.44166250944121e-43,0.660147769535585,0.747,0.285,2.41377553955741e-39,"5","Dip2b"
"Nck1",1.89722051353319e-43,0.687718178283159,0.676,0.187,3.17651630580862e-39,"5","Nck1"
"Luzp1",1.92062849740156e-43,0.834827828445694,0.791,0.277,3.21570829319943e-39,"5","Luzp1"
"Atp6v1c11",2.3382393239594e-43,0.523044589542165,0.782,0.422,3.91491410010522e-39,"5","Atp6v1c1"
"Tmem64",5.8767297390978e-43,0.757116102916708,0.548,0.057,9.83940860217145e-39,"5","Tmem64"
"Neu1",6.91595922837643e-43,0.432505583017477,0.782,0.421,1.15793905360707e-38,"5","Neu1"
"Myo6",7.87297720972762e-43,0.557701833250834,0.425,0.018,1.31817257422469e-38,"5","Myo6"
"Tmbim6",1.16339595501522e-42,0.413546066605715,0.992,0.91,1.94787384748198e-38,"5","Tmbim6"
"Ubqln1",1.17510818314748e-42,0.694486634833771,0.77,0.341,1.96748363104383e-38,"5","Ubqln1"
"Rab8b1",1.45032823987256e-42,0.577038196309909,0.928,0.636,2.42828457201863e-38,"5","Rab8b"
"Vdac21",1.4542538758159e-42,0.382341865600455,0.945,0.752,2.43485726427856e-38,"5","Vdac2"
"Qsox1",1.81595890398408e-42,0.670443370773539,0.604,0.101,3.04045999294055e-38,"5","Qsox1"
"Tgfbr21",2.06213673863432e-42,0.612875722067433,0.827,0.458,3.45263554149544e-38,"5","Tgfbr2"
"Tor1aip2",5.99284704917654e-42,0.639807800061341,0.741,0.287,1.00338238144363e-37,"5","Tor1aip2"
"Gadd45g",1.01302768090156e-41,0.891422455305904,0.673,0.229,1.69611224613348e-37,"5","Gadd45g"
"Gdf15",1.03007542898118e-41,1.01281086378033,0.446,0.058,1.7246552907432e-37,"5","Gdf15"
"Atp6v1e1",1.36944483713312e-41,0.74562711219314,0.965,0.728,2.29286149081198e-37,"5","Atp6v1e1"
"Eif3a1",1.49935172097865e-41,0.788920078263836,0.99,0.765,2.51036458643456e-37,"5","Eif3a"
"Dnase2a1",1.74000147477643e-41,0.32210081162611,0.69,0.361,2.91328446921818e-37,"5","Dnase2a"
"Gas2l1",1.77689827063228e-41,0.577705017806792,0.536,0.141,2.97506077451963e-37,"5","Gas2l1"
"Rasgef1b2",2.82770868207463e-41,0.635710092617503,0.776,0.385,4.73443264639755e-37,"5","Rasgef1b"
"Anxa51",2.84306283094577e-41,0.539861460143751,0.975,0.85,4.76014009785251e-37,"5","Anxa5"
"Sh2d1b11",3.29467898030848e-41,0.932783342654973,0.823,0.208,5.51628101673049e-37,"5","Sh2d1b1"
"Cav2",3.84831731299051e-41,0.579404842552018,0.556,0.12,6.44323767714001e-37,"5","Cav2"
"Gsap1",4.0161745381403e-41,0.876130410702554,0.879,0.402,6.7242810292083e-37,"5","Gsap"
"S100a11",5.32035514370439e-41,0.695535297897361,0.996,0.818,8.90787061710426e-37,"5","S100a11"
"Calr2",5.4474828578574e-41,0.380730729273497,0.994,0.865,9.12072054891065e-37,"5","Calr"
"Mak",1.45407719334857e-40,0.508794487782032,0.361,0.01,2.43456144482352e-36,"5","Mak"
"Gabarap1",1.53977786202264e-40,0.312210925351356,0.986,0.943,2.57805007438451e-36,"5","Gabarap"
"Renbp1",1.76411788470833e-40,0.41701633511201,0.624,0.266,2.95366257436715e-36,"5","Renbp"
"Plekhg1",1.90386149720738e-40,0.69999842597124,0.589,0.083,3.18763530477432e-36,"5","Plekhg1"
"Tmem14c",2.09271112802356e-40,0.692488135256239,0.961,0.776,3.50382624164984e-36,"5","Tmem14c"
"Cox6b2",2.6587940685578e-40,0.794015434023305,0.519,0.064,4.45161890898632e-36,"5","Cox6b2"
"Nme11",3.91986359271989e-40,0.620678537810358,0.934,0.634,6.56302761329092e-36,"5","Nme1"
"Tnf",4.33825734423644e-40,0.69074413798997,0.569,0.155,7.26354427145508e-36,"5","Tnf"
"Htr2c",4.51407310135856e-40,0.550249252423347,0.343,0.005,7.55791259360463e-36,"5","Htr2c"
"Atp6ap21",6.48252231616828e-40,0.360443740099143,0.942,0.697,1.08536871139606e-35,"5","Atp6ap2"
"Mapk6",9.96056885168421e-40,0.651312929003236,0.77,0.347,1.66769804283749e-35,"5","Mapk6"
"Atp6v0d1",1.16190831809555e-39,0.481484791873855,0.908,0.627,1.94538309698737e-35,"5","Atp6v0d1"
"Galnt3",1.16497468665728e-39,0.515611346627213,0.421,0.036,1.95051711787029e-35,"5","Galnt3"
"Eepd1",1.64473279838643e-39,0.665004398674302,0.575,0.1,2.7537761243384e-35,"5","Eepd1"
"Ttyh2",1.74191846574066e-39,0.537249502284264,0.413,0.038,2.91649408718959e-35,"5","Ttyh2"
"Txnrd1",1.88177646374703e-39,0.610493076959897,0.891,0.521,3.15065833325164e-35,"5","Txnrd1"
"Sh3bgrl1",1.97258984107227e-39,0.856182415105188,0.967,0.743,3.3027071709073e-35,"5","Sh3bgrl"
"Mical2",2.35316669731645e-39,0.537510395507716,0.363,0.02,3.93990700131694e-35,"5","Mical2"
"Tmcc3",2.43725499967768e-39,0.65737169275282,0.801,0.362,4.08069604596034e-35,"5","Tmcc3"
"Sh3glb1",4.03591013834322e-39,0.510498294258648,0.986,0.878,6.75732434462806e-35,"5","Sh3glb1"
"Gpx41",8.73526020748962e-39,0.644855595595393,0.981,0.814,1.46254461653999e-34,"5","Gpx4"
"P2ry141",9.23333418048568e-39,0.45263196970826,0.552,0.159,1.54593714183872e-34,"5","P2ry14"
"Anxa11",9.80978265867847e-39,0.567858710792204,0.737,0.356,1.64245191054254e-34,"5","Anxa11"
"Pparg1",1.05469810781697e-38,1.01332013183947,0.758,0.141,1.76588104191795e-34,"5","Pparg"
"Chic2",1.26562607471467e-38,0.692294622085826,0.879,0.522,2.11903773689477e-34,"5","Chic2"
"Naa501",1.8575943303221e-38,0.70436651095453,0.869,0.461,3.11017018725829e-34,"5","Naa50"
"Plin3",2.39805445046922e-38,0.476585306706527,0.626,0.261,4.01506256642062e-34,"5","Plin3"
"Clta",2.57933564954392e-38,0.322727846955976,0.99,0.879,4.31858167803139e-34,"5","Clta"
"Pqlc3",3.20742258269038e-38,0.665795243456679,0.737,0.293,5.37018763019851e-34,"5","Pqlc3"
"Atg5",4.08496931091636e-38,0.496230594507603,0.655,0.292,6.83946411726726e-34,"5","Atg5"
"Cd471",4.79812463122345e-38,0.849467420209191,1,0.891,8.03350007005742e-34,"5","Cd47"
"Gclm",5.74688346835768e-38,0.505432439345368,0.622,0.178,9.62200699107126e-34,"5","Gclm"
"Atp5g31",6.598409785015e-38,0.611792755556962,0.963,0.713,1.10477175030506e-33,"5","Atp5g3"
"Etfb",7.40985701643663e-38,0.863284461241539,0.877,0.5,1.24063236026198e-33,"5","Etfb"
"Rab44",7.78339941456319e-38,0.506180519321051,0.536,0.061,1.30317456398031e-33,"5","Rab44"
"Hspd11",8.34957805214237e-38,0.702381164316077,0.914,0.522,1.3979698532702e-33,"5","Hspd1"
"Mgst11",2.25316645239107e-37,0.600652070964946,0.922,0.45,3.77247659123837e-33,"5","Mgst1"
"Epcam",2.44440881040655e-37,0.930967800627112,0.524,0.02,4.09267367126369e-33,"5","Epcam"
"Idh11",2.54572590966076e-37,0.6997792032598,0.83,0.366,4.26230889054501e-33,"5","Idh1"
"Ppp1r12b",2.64895597480147e-37,0.584651102921083,0.462,0.069,4.43514698861009e-33,"5","Ppp1r12b"
"Lpp1",2.84309625468115e-37,0.463963361298806,0.737,0.378,4.76019605921266e-33,"5","Lpp"
"Wdfy3",4.2528285132648e-37,0.5023148364331,0.688,0.291,7.12051077975926e-33,"5","Wdfy3"
"Bcl2a1a1",4.33964592106117e-37,0.598250314763599,0.842,0.393,7.26586916563271e-33,"5","Bcl2a1a"
"Rras2",7.68487442856103e-37,0.483687693169783,0.388,0.031,1.28667852557397e-32,"5","Rras2"
"Marco",8.66926338459532e-37,1.47541203100716,0.446,0.026,1.45149476848279e-32,"5","Marco"
"Gpat3",9.70635506890518e-37,0.568840982219864,0.579,0.116,1.62513502918679e-32,"5","Gpat3"
"Ctnnd1",1.10613541455827e-36,0.502416930657527,0.561,0.159,1.85200252459492e-32,"5","Ctnnd1"
"Il1a",1.13239842896486e-36,0.941894209357987,0.519,0.077,1.89597468961586e-32,"5","Il1a"
"Rps6ka3",1.49605856580649e-36,0.777078889427834,0.813,0.328,2.50485085672981e-32,"5","Rps6ka3"
"Dram11",2.25999876281914e-36,0.389036964787839,0.598,0.256,3.78391592858809e-32,"5","Dram1"
"Lilra51",2.62805219577175e-36,0.886469150210808,0.78,0.138,4.40014779138064e-32,"5","Lilra5"
"Mpp1",3.28901013372467e-36,0.646966931576883,0.864,0.465,5.50678966689522e-32,"5","Mpp1"
"S100a13",3.82713914289115e-36,0.695525808168679,0.922,0.663,6.40777906694265e-32,"5","S100a13"
"Tagln21",4.5437940512115e-36,0.928117427537683,0.988,0.778,7.60767437994342e-32,"5","Tagln2"
"Nagk",9.35974315446806e-36,0.5379386396108,0.595,0.18,1.56710179635259e-31,"5","Nagk"
"Socs2",1.00829448112024e-35,0.44858865071368,0.396,0.048,1.68818744973963e-31,"5","Socs2"
"Pygl1",1.00853305366315e-35,0.755859454410331,0.873,0.389,1.68858689174821e-31,"5","Pygl"
"Lgals11",1.08330489416288e-35,0.325799177924011,0.973,0.74,1.81377738429691e-31,"5","Lgals1"
"Slc12a7",1.22506706337444e-35,0.420660092313215,0.423,0.112,2.05112978420782e-31,"5","Slc12a7"
"Cttnbp2nl2",1.38740897091344e-35,0.253988266550916,0.606,0.341,2.32293884000037e-31,"5","Cttnbp2nl"
"Agap1",1.70945219943822e-35,0.591934881178844,0.52,0.087,2.86213581751941e-31,"5","Agap1"
"Pon3",1.96296670416317e-35,0.419478328646702,0.466,0.116,3.28659515278039e-31,"5","Pon3"
"Dipk1a1",2.06904206886293e-35,0.768096004212692,0.809,0.3,3.46419713589721e-31,"5","Dipk1a"
"Ccdc80",2.23089375984294e-35,0.48265400976563,0.366,0.023,3.73518542210504e-31,"5","Ccdc80"
"Tmem138",2.47503141004758e-35,0.527994276937804,0.417,0.034,4.14394508984266e-31,"5","Tmem138"
"Pcyox1",2.97291298474315e-35,0.758992942509241,0.606,0.153,4.97754821035546e-31,"5","Pcyox1"
"Slc29a1",3.05169452509894e-35,0.656870817800473,0.706,0.273,5.10945214337315e-31,"5","Slc29a1"
"Cdc42ep31",4.14724303826572e-35,1.05320818136977,0.793,0.232,6.94372901896829e-31,"5","Cdc42ep3"
"Hadhb",4.19029018909164e-35,0.662343801158108,0.786,0.361,7.01580286359614e-31,"5","Hadhb"
"Cox5a1",7.69218310707313e-35,0.599317247728778,0.977,0.857,1.28790221761726e-30,"5","Cox5a"
"B4galt11",8.8630337495694e-35,0.30581907554963,0.702,0.394,1.4839377406904e-30,"5","B4galt1"
"Bhlhe401",9.83256556675824e-35,0.940315601670473,0.91,0.373,1.64626645284233e-30,"5","Bhlhe40"
"Dbi2",9.83294584325961e-35,0.707693397011838,0.955,0.802,1.64633012253696e-30,"5","Dbi"
"Myl12a",9.99822545510148e-35,0.428720267272622,0.953,0.797,1.67400288794764e-30,"5","Myl12a"
"Fndc3b",1.04703464346973e-34,0.445553342152265,0.712,0.331,1.75305010356137e-30,"5","Fndc3b"
"Tuba1b1",1.47377902023603e-34,0.375590959378667,0.924,0.647,2.46754821358118e-30,"5","Tuba1b"
"Rufy4",2.86352459295176e-34,0.405773369164476,0.306,0.005,4.79439922597913e-30,"5","Rufy4"
"1190005I06Rik",3.12821763261349e-34,0.33291317260718,0.263,0.005,5.23757478228477e-30,"5","1190005I06Rik"
"Slc5a3",5.062135165403e-34,0.661626683038994,0.454,0.06,8.47553290743425e-30,"5","Slc5a3"
"Tbxas1",7.23142281363321e-34,0.281108052539807,0.606,0.339,1.21075712168661e-29,"5","Tbxas1"
"Svil1",8.96572419808387e-34,0.807695175906907,0.827,0.341,1.50113120248518e-29,"5","Svil"
"Hsp90b11",1.18078214967721e-33,0.329555198989316,0.99,0.878,1.97698355320455e-29,"5","Hsp90b1"
"Mitf1",1.23058821724972e-33,0.259274086274596,0.483,0.221,2.06037385214121e-29,"5","Mitf"
"Zfp7031",2.28807221476319e-33,0.265694305076675,0.766,0.458,3.830919309178e-29,"5","Zfp703"
"Nrip1",3.57747693575108e-33,0.760802073036864,0.836,0.439,5.98976963352803e-29,"5","Nrip1"
"Abracl1",3.63107511694205e-33,0.6305005046755,0.982,0.79,6.07950906829607e-29,"5","Abracl"
"Gapdh2",4.50040271827124e-33,0.343810269772722,0.988,0.889,7.53502427120154e-29,"5","Gapdh"
"Hadha",6.26207294961115e-33,0.709672100858678,0.807,0.379,1.04845887395339e-28,"5","Hadha"
"Ucp21",6.7867870841873e-33,0.503786174721114,0.992,0.913,1.13631176150548e-28,"5","Ucp2"
"Rragc",1.13374508346628e-32,0.464087456619466,0.725,0.369,1.89822939324759e-28,"5","Rragc"
"Lpcat3",1.26097571284966e-32,0.691087671060624,0.641,0.179,2.11125163602419e-28,"5","Lpcat3"
"Pgd1",1.6407078482835e-32,0.315139841184679,0.881,0.609,2.74703715038107e-28,"5","Pgd"
"Spire1",1.81915050928813e-32,0.513843100010884,0.466,0.073,3.04580369770111e-28,"5","Spire1"
"Aldoc",3.14759982929204e-32,0.396710988677863,0.31,0.035,5.27002639418366e-28,"5","Aldoc"
"Galnt6",4.5885990856212e-32,0.540552801284396,0.483,0.089,7.68269144905558e-28,"5","Galnt6"
"Znrf1",4.88270917167946e-32,0.476504119486477,0.641,0.251,8.17511996614291e-28,"5","Znrf1"
"Sh3pxd2b1",5.76891970555473e-32,0.340805838413679,0.635,0.314,9.65890226301029e-28,"5","Sh3pxd2b"
"Rnf180",5.8502463760481e-32,0.385117085595484,0.357,0.07,9.79506750741734e-28,"5","Rnf180"
"Commd3",6.77101033217434e-32,0.424996025834858,0.717,0.407,1.13367025991595e-27,"5","Commd3"
"Fam3c",6.86834016132703e-32,0.351299448012684,0.558,0.244,1.14996619321098e-27,"5","Fam3c"
"Pmepa11",7.24185706295374e-32,0.677264602368605,0.634,0.261,1.21250412805034e-27,"5","Pmepa1"
"Pnpla7",7.70570571608156e-32,0.442153894987898,0.608,0.239,1.29016630804353e-27,"5","Pnpla7"
"Snx24",8.64332648096052e-32,0.337424759848708,0.396,0.114,1.44715215270722e-27,"5","Snx24"
"Sh3tc1",8.7343768134371e-32,0.648600698831424,0.559,0.097,1.46239670987377e-27,"5","Sh3tc1"
"Mpc11",8.78498835585454e-32,0.521372929777602,0.906,0.633,1.47087060042073e-27,"5","Mpc1"
"A930007I19Rik",9.3936746016152e-32,0.551413258526178,0.441,0.072,1.57278293854843e-27,"5","A930007I19Rik"
"Tacc2",1.12872134185612e-31,0.49409970929379,0.376,0.017,1.8898181426697e-27,"5","Tacc2"
"Hpcal1",1.26060379898891e-31,0.28922093824799,0.739,0.48,2.11062894064713e-27,"5","Hpcal1"
"Fcor",1.35337698910514e-31,0.560156125364283,0.46,0.049,2.26595909285873e-27,"5","Fcor"
"Celf4",1.57238632289913e-31,0.492195915861816,0.376,0.047,2.63264642043001e-27,"5","Celf4"
"Mrpl51",1.62974570286214e-31,0.608790210658595,0.789,0.391,2.72868323030209e-27,"5","Mrpl51"
"Slc38a6",1.76111593333268e-31,0.394909134075751,0.458,0.154,2.9486364071789e-27,"5","Slc38a6"
"Ggnbp2",1.99156506451194e-31,0.963345863035412,0.903,0.478,3.33447738751234e-27,"5","Ggnbp2"
"Enc1",1.99925070200567e-31,0.589284906462021,0.419,0.043,3.34734545036809e-27,"5","Enc1"
