"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"205",3.66178469681601e-152,2.33106632809757,0.975,0.618,6.13092611787905e-148,"10","Tubb5"
"206",8.80397578297765e-182,2.13529726238491,0.815,0.019,1.47404966534395e-177,"10","Birc5"
"207",1.17025028981216e-125,2.09825878301984,0.994,0.789,1.9593500602325e-121,"10","Hmgb2"
"208",3.93966156557448e-81,2.08585754233505,0.481,0.02,6.59617535924136e-77,"10","H1f5"
"209",1.526543371416e-109,1.93190039928215,0.87,0.269,2.55589156676182e-105,"10","Smc4"
"210",1.13317732834207e-107,1.90627009232314,0.975,0.662,1.89727880084312e-103,"10","Tuba1b"
"211",5.05215827895116e-109,1.87910715300945,0.611,0.027,8.45882860644792e-105,"10","Ube2c"
"212",6.5493609272359e-94,1.73947186480318,0.87,0.645,1.09655950004711e-89,"10","H2az1"
"213",5.7247942684597e-123,1.64671046141217,0.84,0.131,9.58502304368207e-119,"10","Smc2"
"214",4.8012527488553e-82,1.60423140936623,0.444,0.026,8.03873747740843e-78,"10","Hist1h2ap"
"215",1.17151939234686e-80,1.55885951069108,0.772,0.25,1.96147491860634e-76,"10","H2az2"
"216",2.26586649598808e-53,1.51741560922391,0.883,0.572,3.79374027423285e-49,"10","Pcna"
"217",1.48359067269944e-91,1.51675618136447,0.951,0.48,2.48397586330068e-87,"10","Nucks1"
"218",2.05003143055259e-72,1.49728285770249,0.704,0.163,3.4323676241742e-68,"10","Atad2"
"219",1.33681117011464e-107,1.48608723860058,0.556,0.009,2.23822294212295e-103,"10","Cenpf"
"220",5.24677168521951e-79,1.47398563792475,0.957,0.609,8.78466983256303e-75,"10","Dek"
"221",1.88515821279424e-89,3.38022760747781,1,0.615,3.1563203956814e-85,"11","Chil3"
"222",2.44790739027806e-77,3.09345154895967,0.896,0.103,4.09853134354256e-73,"11","Ctsk"
"223",1.70864628561801e-37,2.70253970663246,0.522,0.056,2.86078647601024e-33,"11","Marco"
"224",8.98413591379816e-58,2.51076872281803,0.985,0.411,1.50421387604723e-53,"11","Lpl"
"225",4.24800111691792e-45,2.12767252940701,0.925,0.141,7.11242827005567e-41,"11","Wfdc21"
"226",4.24056756665163e-17,2.06088198316035,0.97,0.54,7.09998227684482e-13,"11","AW112010"
"227",2.41966281972586e-48,1.97561005322832,0.94,0.124,4.05124145906701e-44,"11","Slc7a2"
"228",3.15345091593912e-07,1.89667081753784,0.731,0.263,0.00527982286855686,"11","Cxcl9"
"229",6.08312320051524e-74,1.88633330282522,0.955,0.309,1.01849731746227e-69,"11","Ear2"
"230",3.57898480838829e-41,1.87142361806747,0.985,0.387,5.99229426468451e-37,"11","Clec4n"
"231",2.263650118642e-30,1.8681636297154,1,0.859,3.7900293936423e-26,"11","Ctsd"
"232",7.30309491491699e-70,1.85051930810248,0.925,0.121,1.22275718160455e-65,"11","Plet1"
"233",4.34848294742632e-62,1.77403865931296,0.925,0.112,7.28066499887588e-58,"11","Atp6v0d2"
"234",1.35666154127732e-47,1.74873655210176,0.851,0.16,2.27145841856062e-43,"11","Mt2"
"235",7.31712990328383e-63,1.72768082531573,1,0.576,1.22510705970681e-58,"11","Cd9"
"236",2.04209068145283e-54,1.71210786627716,0.97,0.242,3.41907242795647e-50,"11","Hebp1"
"237",8.77632756391306e-43,1.65464879779289,0.91,0.279,1.46942052402596e-38,"11","Flt1"
"238",4.50753228334374e-14,1.64757855422756,0.97,0.381,7.54696130200242e-10,"11","Spp1"
"239",1.20766954156744e-44,1.62858451704157,0.94,0.142,2.02200111344636e-40,"11","F7"
"240",3.00796704430492e-32,1.62050178993763,0.866,0.246,5.03623922227973e-28,"11","Fpr2"
